accession	record_class	length_bp	n_ambiguous	strand_vs_reference	n_anchor_chains	ref_span_start	ref_span_end	genes_covered	n_guides_scored
MH697515.1	subgenomic	3708	2	+	1	62807	66511	UL30	776
MH697516.1	subgenomic	3708	0	+	1	62827	66511	UL30	791
MH697517.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697518.1	subgenomic	3708	1	+	1	62807	66511	UL30	787
MH697519.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697520.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697521.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697522.1	subgenomic	1816	0	+	1	64703	66511	UL30	404
MH697523.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697524.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697525.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697526.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697527.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697528.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697529.1	subgenomic	3714	1	+	1	62827	66513	UL30	783
MH697530.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697531.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697532.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697533.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH724296.1	subgenomic	230	0	+	1	138849	139049		0
MH724297.1	subgenomic	211	0	+	1	138851	139049		0
MH796551.1	subgenomic	303	0	+	1	140014	140294		0
MH796552.1	subgenomic	358	0	+	1	140007	140295		0
MH796553.1	subgenomic	334	0	+	1	140015	140319		0
MH796554.1	subgenomic	209	0	+	1	136978	137180		0
MH796555.1	subgenomic	207	0	+	1	136978	137178		0
MH796556.1	subgenomic	204	0	+	1	136981	137177		0
MH988693.1	subgenomic	521	0	+	1	37384	37904	UL19	110
MH988694.1	subgenomic	521	0	+	1	37384	37904	UL19	110
MK744075.1	subgenomic	215	0	+	1	136983	137179		0
MK744076.1	subgenomic	218	0	+	1	136980	137180		0
MK744077.1	subgenomic	214	0	+	1	136976	137180		0
MK744078.1	subgenomic	209	0	+	1	136976	137180		0
MK744079.1	subgenomic	214	0	+	1	136976	137180		0
MK744080.1	subgenomic	203	0	+	1	136978	137178		0
MK744081.1	subgenomic	216	0	+	1	136983	137179		0
MK744082.1	subgenomic	215	0	+	1	136975	137179		0
MK744083.1	subgenomic	206	0	+	1	136976	137176		0
MK744084.1	subgenomic	203	0	+	1	136978	137178		0
MK744085.1	subgenomic	214	0	+	1	136976	137180		0
MK744086.1	subgenomic	215	0	+	1	136983	137179		0
MK744087.1	subgenomic	214	0	+	1	136976	137180		0
MK744088.1	subgenomic	356	0	+	1	140008	140296		0
MK744089.1	subgenomic	358	0	+	1	140009	140297		0
MK744090.1	subgenomic	361	0	+	1	140009	140321		0
MK744091.1	subgenomic	357	0	+	1	140010	140322		0
MK744092.1	subgenomic	358	0	+	1	140009	140297		0
MK744093.1	subgenomic	356	0	+	1	140008	140296		0
MK744094.1	subgenomic	355	0	+	1	140008	140296		0
MK744095.1	subgenomic	349	0	+	1	140009	140321		0
MK744096.1	subgenomic	346	0	+	1	140010	140322		0
MK744097.1	subgenomic	352	0	+	1	140009	140297		0
MK744098.1	subgenomic	359	0	+	1	140009	140297		0
MK744099.1	subgenomic	359	0	+	1	140009	140345		0
MK744100.1	subgenomic	358	0	+	1	140009	140321		0
MK862250.1	subgenomic	321	0	+	1	138268	138593		0
MK878593.1	subgenomic	2649	1	-	1	12484	15132	UL5	476
MK878594.1	subgenomic	2649	0	-	1	12484	15132	UL5	479
MK878595.1	subgenomic	2649	0	-	1	12484	15132	UL5	481
MK878596.1	subgenomic	2649	1	-	1	12484	15132	UL5	474
MK878597.1	subgenomic	2649	1	-	1	12484	15132	UL5	474
MK878598.1	subgenomic	2649	1	-	1	12484	15132	UL5	474
MK878599.1	subgenomic	2650	0	-	1	12483	15131	UL5	481
MK878600.1	subgenomic	2649	1	-	1	12484	15132	UL5	476
MK878601.1	subgenomic	2649	0	-	1	12484	15132	UL5	479
MK878602.1	subgenomic	2649	0	-	1	12492	15132	UL5	480
MK878603.1	subgenomic	2649	1	-	1	12484	15132	UL5	476
MK878604.1	subgenomic	2649	0	-	1	12484	15132	UL5	481
MK878605.1	subgenomic	2649	0	-	1	12484	15132	UL5	483
MK878606.1	subgenomic	2649	0	-	1	12484	15132	UL5	481
MK878607.1	subgenomic	2649	0	-	1	12484	15132	UL5	481
MK878608.1	subgenomic	2649	0	-	1	12484	15132	UL5	483
MK878609.1	subgenomic	2649	1	-	1	12484	15132	UL5	476
MK878610.1	subgenomic	2649	1	-	1	12484	15132	UL5	476
MK878611.1	subgenomic	2649	1	-	1	12484	15132	UL5	474
MK878612.1	subgenomic	2649	1	-	1	12484	15132	UL5	474
MK878613.1	subgenomic	2649	0	-	1	12484	15132	UL5	481
MK878614.1	subgenomic	2649	4	-	1	12484	15132	UL5	459
MK878615.1	subgenomic	2649	0	-	1	12484	15132	UL5	481
MK878616.1	subgenomic	2649	0	-	1	12492	15132	UL5	480
MK895980.1	subgenomic	1131	0	-	1	46673	47801		0
MK895981.1	subgenomic	1131	0	-	1	46673	47801		0
MK895982.1	subgenomic	1131	0	-	1	46681	47801		0
MK895983.1	subgenomic	1131	0	-	1	46673	47777		0
MK895984.1	subgenomic	1131	0	-	1	46673	47777		0
MK895985.1	subgenomic	1131	0	-	1	46673	47801		0
MK895986.1	subgenomic	1131	0	-	1	46673	47801		0
MK895987.1	subgenomic	1131	0	-	1	46681	47785		0
MK895988.1	subgenomic	1131	0	-	1	46681	47801		0
MK895989.1	subgenomic	1131	0	-	1	46673	47777		0
MK895990.1	subgenomic	1131	0	-	1	46673	47801		0
MK895991.1	subgenomic	1131	0	-	1	46673	47801		0
MK895992.1	subgenomic	1131	0	-	1	46673	47801		0
MK895993.1	subgenomic	1131	0	-	1	46673	47801		0
MK895994.1	subgenomic	1131	0	-	1	46673	47801		0
MK895995.1	subgenomic	1131	1	-	1	46673	47801		0
MK895996.1	subgenomic	1131	0	-	1	46673	47801		0
MK895997.1	subgenomic	1131	0	-	1	46673	47801		0
MK895998.1	subgenomic	1131	0	-	1	46673	47801		0
MK895999.1	subgenomic	1131	0	-	1	46673	47801		0
MK896000.1	subgenomic	1131	0	-	1	46673	47801		0
MK896001.1	subgenomic	1131	0	-	1	46673	47801		0
MK896002.1	subgenomic	1131	0	-	1	46673	47801		0
MK896003.1	subgenomic	1131	0	-	1	46673	47801		0
MK896004.1	subgenomic	1131	0	-	1	46673	47801		0
MK896005.1	subgenomic	1131	0	-	1	46673	47801		0
MK896006.1	subgenomic	1131	0	-	1	46673	47801		0
MK896007.1	subgenomic	1131	0	-	1	46673	47801		0
MK896008.1	subgenomic	1131	0	-	1	46673	47801		0
MK896009.1	subgenomic	1131	0	-	1	46673	47801		0
MK896010.1	subgenomic	1131	0	-	1	46673	47801		0
MK896011.1	subgenomic	1131	0	-	1	46673	47801		0
MK896012.1	subgenomic	1131	0	-	1	46673	47785		0
MK896013.1	subgenomic	1132	0	-	1	46680	47800		0
MK896014.1	subgenomic	1131	0	-	1	46673	47801		0
MK896015.1	subgenomic	1131	0	-	1	46673	47801		0
MK896016.1	subgenomic	1131	0	-	1	46673	47801		0
MK896017.1	subgenomic	1131	0	-	1	46673	47801		0
MK896018.1	subgenomic	1131	0	-	1	46673	47801		0
MK896019.1	subgenomic	1131	0	-	1	46673	47801		0
MK896020.1	subgenomic	1131	0	-	1	46673	47785		0
MK896021.1	subgenomic	1131	1	-	1	46673	47777		0
MK896022.1	subgenomic	1131	0	-	1	46673	47801		0
MK896023.1	subgenomic	1131	0	-	1	46673	47801		0
MK896024.1	subgenomic	1131	0	-	1	46673	47785		0
MK896025.1	subgenomic	1131	0	-	1	46681	47785		0
MK896026.1	subgenomic	1131	0	-	1	46673	47777		0
MK896027.1	subgenomic	1131	0	-	1	46673	47801		0
MK896028.1	subgenomic	1131	0	-	1	46673	47801		0
MK896029.1	subgenomic	1131	0	-	1	46673	47801		0
MK896030.1	subgenomic	1131	0	-	1	46673	47801		0
MK896031.1	subgenomic	1131	0	-	1	46673	47777		0
MK896032.1	subgenomic	1131	0	-	1	46681	47801		0
MK896033.1	subgenomic	1131	0	-	1	46673	47801		0
MK896034.1	subgenomic	1131	0	-	1	46673	47801		0
MK896035.1	subgenomic	1131	0	-	1	46673	47801		0
MK896036.1	subgenomic	1131	0	-	1	46673	47801		0
MK896037.1	subgenomic	1131	0	-	1	46673	47777		0
MK896038.1	subgenomic	1131	0	-	1	46673	47801		0
MK896039.1	subgenomic	1131	0	-	1	46673	47801		0
MK896040.1	subgenomic	1131	0	-	1	46673	47777		0
MK896041.1	subgenomic	1131	0	-	1	46673	47785		0
MK896042.1	subgenomic	1131	0	-	1	46673	47801		0
MK896043.1	subgenomic	1131	0	-	1	46673	47801		0
MK896044.1	subgenomic	1131	0	-	1	46681	47801		0
MK896045.1	subgenomic	1131	0	-	1	46673	47801		0
MK896046.1	subgenomic	1131	0	-	1	46673	47801		0
MK896047.1	subgenomic	1131	0	-	1	46673	47801		0
MK896048.1	subgenomic	1131	0	-	1	46673	47801		0
MK896049.1	subgenomic	1131	0	-	1	46681	47801		0
MK896050.1	subgenomic	1131	0	-	1	46673	47801		0
MK896051.1	subgenomic	1131	0	-	1	46681	47801		0
MK896052.1	subgenomic	1131	0	-	1	46673	47801		0
MK896053.1	subgenomic	1131	0	-	1	46681	47785		0
MK896054.1	subgenomic	1131	0	-	1	46673	47801		0
MK896055.1	subgenomic	1131	0	-	1	46673	47801		0
MK896056.1	subgenomic	1131	0	-	1	46681	47785		0
MK896057.1	subgenomic	1131	0	-	1	46681	47801		0
MK896058.1	subgenomic	1131	0	-	1	46673	47801		0
MK896059.1	subgenomic	1131	0	-	1	46673	47801		0
MK896060.1	subgenomic	1131	0	-	1	46673	47801		0
MK896061.1	subgenomic	1131	0	-	1	46673	47801		0
MK896062.1	subgenomic	1131	0	-	1	46673	47785		0
MK896063.1	subgenomic	1131	0	-	1	46673	47785		0
MK896064.1	subgenomic	1131	0	-	1	46673	47801		0
MK896065.1	subgenomic	1131	0	-	1	46673	47801		0
MK896066.1	subgenomic	1131	0	-	1	46673	47801		0
MK896067.1	subgenomic	1131	0	-	1	46673	47785		0
MK896068.1	subgenomic	1131	0	-	1	46673	47801		0
MK896069.1	subgenomic	1131	0	-	1	46673	47801		0
MK896070.1	subgenomic	1131	0	-	1	46673	47801		0
MK896071.1	subgenomic	1131	0	-	1	46673	47801		0
MK896072.1	subgenomic	1131	0	-	1	46673	47801		0
MK896073.1	subgenomic	1131	0	-	1	46673	47801		0
MK896074.1	subgenomic	1131	0	-	1	46673	47801		0
MK896075.1	subgenomic	1131	0	-	1	46673	47785		0
MK896076.1	subgenomic	1131	0	-	1	46673	47801		0
MK896077.1	subgenomic	1131	0	-	1	46673	47801		0
MK896078.1	subgenomic	1131	0	-	1	46681	47801		0
MK896079.1	subgenomic	1131	0	-	1	46681	47785		0
MK896080.1	subgenomic	1131	0	-	1	46673	47801		0
MK896081.1	subgenomic	1131	0	-	1	46673	47801		0
MK896082.1	subgenomic	1131	0	-	1	46673	47777		0
MK896083.1	subgenomic	1131	0	-	1	46673	47801		0
MK896084.1	subgenomic	1131	0	-	1	46681	47801		0
MK896085.1	subgenomic	1131	0	-	1	46673	47801		0
MK896086.1	subgenomic	1131	0	-	1	46673	47801		0
MK896087.1	subgenomic	1131	0	-	1	46673	47801		0
MK896088.1	subgenomic	1131	0	-	1	46681	47785		0
MK896089.1	subgenomic	1131	0	-	1	46673	47785		0
MK896090.1	subgenomic	1131	0	-	1	46673	47801		0
MK896091.1	subgenomic	1131	0	-	1	46681	47801		0
MK896092.1	subgenomic	1131	0	-	1	46673	47801		0
MK896093.1	subgenomic	1131	0	-	1	46673	47801		0
MK896094.1	subgenomic	1131	0	-	1	46673	47801		0
MK896095.1	subgenomic	1131	0	-	1	46673	47785		0
MK896096.1	subgenomic	1131	0	-	1	46673	47801		0
MK896097.1	subgenomic	1131	0	-	1	46673	47777		0
MK896098.1	subgenomic	1131	0	-	1	46673	47801		0
MK896099.1	subgenomic	1131	0	-	1	46681	47801		0
MK896100.1	subgenomic	1131	0	-	1	46673	47801		0
MK896101.1	subgenomic	1131	0	-	1	46673	47801		0
MK896102.1	subgenomic	1131	0	-	1	46673	47785		0
MK896103.1	subgenomic	1131	0	-	1	46681	47801		0
MK896104.1	subgenomic	1131	0	-	1	46673	47777		0
MK896105.1	subgenomic	1131	0	-	1	46681	47785		0
MK896106.1	subgenomic	1131	0	-	1	46681	47801		0
MK896107.1	subgenomic	1131	0	-	1	46673	47801		0
MK896108.1	subgenomic	1131	0	-	1	46673	47801		0
MK896109.1	subgenomic	1131	0	-	1	46673	47801		0
MK896110.1	subgenomic	1131	0	-	1	46681	47801		0
MK896111.1	subgenomic	1131	0	-	1	46681	47785		0
MK896112.1	subgenomic	1131	0	-	1	46681	47801		0
MK896113.1	subgenomic	1131	0	-	1	46673	47801		0
MK896114.1	subgenomic	1131	0	-	1	46673	47801		0
MK896115.1	subgenomic	1131	0	-	1	46673	47801		0
MK896116.1	subgenomic	1131	0	-	1	46681	47785		0
MK896117.1	subgenomic	1131	0	-	1	46673	47801		0
MK896118.1	subgenomic	1131	0	-	1	46673	47801		0
MK896119.1	subgenomic	1131	0	-	1	46673	47801		0
MK896120.1	subgenomic	1131	0	-	1	46673	47801		0
MK896121.1	subgenomic	1131	0	-	1	46673	47777		0
MK896122.1	subgenomic	1131	0	-	1	46673	47801		0
MK896123.1	subgenomic	1131	0	-	1	46673	47801		0
MK896124.1	subgenomic	1131	0	-	1	46673	47801		0
MK896125.1	subgenomic	1131	0	-	1	46673	47801		0
MK896126.1	subgenomic	1131	0	-	1	46673	47801		0
MK896127.1	subgenomic	1131	0	-	1	46673	47801		0
MK896128.1	subgenomic	1131	0	-	1	46673	47801		0
MK896129.1	subgenomic	1131	0	-	1	46673	47769		0
MK896130.1	subgenomic	1131	0	-	1	46673	47785		0
MK896131.1	subgenomic	1131	0	-	1	46673	47801		0
MK896132.1	subgenomic	1131	0	-	1	46673	47785		0
MK896133.1	subgenomic	1131	0	-	1	46681	47801		0
MK896134.1	subgenomic	1131	0	-	1	46673	47801		0
MK896135.1	subgenomic	1131	0	-	1	46673	47801		0
MK896136.1	subgenomic	1131	0	-	1	46681	47785		0
MK896137.1	subgenomic	1131	0	-	1	46673	47801		0
MK896138.1	subgenomic	1131	0	-	1	46681	47777		0
MK896139.1	subgenomic	1131	0	-	1	46673	47785		0
MK896140.1	subgenomic	1132	0	-	1	46672	47800		0
MK896141.1	subgenomic	1131	0	-	1	46673	47801		0
MK896142.1	subgenomic	1131	0	-	1	46673	47801		0
MK896143.1	subgenomic	1131	0	-	1	46673	47801		0
MK896144.1	subgenomic	1131	0	-	1	46673	47801		0
MK896145.1	subgenomic	1131	0	-	1	46673	47801		0
MK896146.1	subgenomic	1131	0	-	1	46673	47801		0
MK896147.1	subgenomic	1131	0	-	1	46673	47801		0
MK896148.1	subgenomic	1131	0	-	1	46673	47777		0
MK896149.1	subgenomic	1131	0	-	1	46673	47801		0
MK896150.1	subgenomic	1131	0	-	1	46673	47801		0
MK896151.1	subgenomic	1131	0	-	1	46681	47785		0
MK896152.1	subgenomic	1131	0	-	1	46673	47801		0
MK896153.1	subgenomic	1131	0	-	1	46673	47785		0
MK896154.1	subgenomic	1131	0	-	1	46673	47801		0
MK896155.1	subgenomic	1131	0	-	1	46673	47801		0
MK896156.1	subgenomic	1131	0	-	1	46681	47785		0
MK896157.1	subgenomic	1131	0	-	1	46673	47801		0
MK896158.1	subgenomic	1131	0	-	1	46681	47785		0
MK896159.1	subgenomic	1131	0	-	1	46681	47801		0
MK896160.1	subgenomic	1131	0	-	1	46673	47801		0
MK896161.1	subgenomic	1131	0	-	1	46681	47785		0
MK896162.1	subgenomic	1131	0	-	1	46673	47801		0
MK896163.1	subgenomic	1131	0	-	1	46673	47785		0
MK896164.1	subgenomic	1131	0	-	1	46673	47801		0
MK896165.1	subgenomic	1131	0	-	1	46673	47777		0
MK896166.1	subgenomic	1131	0	-	1	46673	47801		0
MK896167.1	subgenomic	1131	0	-	1	46673	47785		0
MK896168.1	subgenomic	1131	0	-	1	46673	47801		0
MK896169.1	subgenomic	1131	0	-	1	46673	47801		0
MK896170.1	subgenomic	1131	0	-	1	46673	47801		0
MK896171.1	subgenomic	1131	0	-	1	46673	47801		0
MK896172.1	subgenomic	1131	0	-	1	46673	47801		0
MK896173.1	subgenomic	1131	0	-	1	46673	47777		0
MK896174.1	subgenomic	1131	0	-	1	46681	47785		0
MK896175.1	subgenomic	1131	0	-	1	46673	47801		0
MK896176.1	subgenomic	1131	0	-	1	46673	47785		0
MK896177.1	subgenomic	1131	0	-	1	46673	47777		0
MK896178.1	subgenomic	1131	0	-	1	46681	47785		0
MK896179.1	subgenomic	1131	0	-	1	46673	47801		0
MK896180.1	subgenomic	1131	0	-	1	46673	47785		0
MK896181.1	subgenomic	1131	0	-	1	46673	47801		0
MK896182.1	subgenomic	1131	0	-	1	46673	47777		0
MK896183.1	subgenomic	1131	0	-	1	46673	47785		0
MK896184.1	subgenomic	1131	0	-	1	46673	47801		0
MK896185.1	subgenomic	1131	0	-	1	46673	47801		0
MK896186.1	subgenomic	1131	0	-	1	46673	47801		0
MK896187.1	subgenomic	1131	0	-	1	46673	47785		0
MK896188.1	subgenomic	1131	0	-	1	46681	47785		0
MK896189.1	subgenomic	1131	0	-	1	46673	47801		0
MK896190.1	subgenomic	1131	0	-	1	46673	47801		0
MK896191.1	subgenomic	1131	0	-	1	46681	47785		0
MK896192.1	subgenomic	1131	0	-	1	46673	47801		0
MK896193.1	subgenomic	1131	0	-	1	46673	47801		0
MK896194.1	subgenomic	1131	0	-	1	46673	47785		0
MK896195.1	subgenomic	1131	0	-	1	46673	47785		0
MK896196.1	subgenomic	1131	0	-	1	46673	47801		0
MK896197.1	subgenomic	1131	0	-	1	46673	47801		0
MK896198.1	subgenomic	1131	0	-	1	46689	47801		0
MK896199.1	subgenomic	1131	0	-	1	46673	47801		0
MK896200.1	subgenomic	1131	0	-	1	46673	47785		0
MK896201.1	subgenomic	1131	0	-	1	46673	47801		0
MK896202.1	subgenomic	1130	0	-	1	46673	47802		0
MK896203.1	subgenomic	1130	0	-	1	46673	47802		0
MK896204.1	subgenomic	1130	0	-	1	46673	47802		0
MK896205.1	subgenomic	1131	0	-	1	46672	47801		0
MK896206.1	subgenomic	546	0	-	1	47257	47802		0
MK896207.1	subgenomic	547	0	-	1	47280	47785		0
MK896208.1	subgenomic	264	0	-	1	47544	47800		0
MK896209.1	subgenomic	843	0	-	1	46965	47801		0
MK896210.1	subgenomic	513	0	-	1	47295	47803		0
MK896211.1	subgenomic	546	0	-	1	47257	47802		0
MK896212.1	subgenomic	528	0	-	1	47292	47800		0
MK896213.1	subgenomic	255	0	-	1	47548	47801		0
MK896214.1	subgenomic	528	0	-	1	47280	47800		0
MK896215.1	subgenomic	333	0	-	1	47472	47787		0
MK896216.1	subgenomic	333	0	-	1	47472	47803		0
MK896217.1	subgenomic	675	0	-	1	47134	47801		0
MK896218.1	subgenomic	546	0	-	1	47257	47802		0
MK935191.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935192.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935193.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935194.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935195.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935196.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935197.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935198.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935199.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935200.1	subgenomic	1689	0	+	1	64046	65734	UL30	334
MK935201.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935202.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935203.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935204.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935205.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935206.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935207.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935208.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935209.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935210.1	subgenomic	1713	0	+	1	64034	65746	UL30	338
MK935211.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935212.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935213.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935214.1	subgenomic	1701	0	+	1	64046	65746	UL30	331
MK935215.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935216.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935217.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935218.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935219.1	subgenomic	1701	2	+	1	64046	65746	UL30	322
MK935220.1	subgenomic	1701	0	+	1	64050	65746	UL30	327
MK935221.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935222.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935223.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935224.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935225.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935226.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935227.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935228.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935229.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935230.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935231.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935232.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935233.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935234.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935235.1	subgenomic	1701	0	+	1	64046	65746	UL30	331
MK935236.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935237.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935238.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935239.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935240.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935241.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935242.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935243.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935244.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935245.1	subgenomic	1701	0	+	1	64050	65746	UL30	327
MK935246.1	subgenomic	1701	0	+	1	64050	65746	UL30	327
MK935247.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935248.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935249.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935250.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935251.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935252.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935253.1	subgenomic	1701	0	+	1	64046	65746	UL30	331
MK935254.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935255.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935256.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935257.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935258.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935259.1	subgenomic	1701	0	+	1	64046	65746	UL30	336
MK935260.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935261.1	subgenomic	1701	0	+	1	64046	65746	UL30	331
MK935262.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935263.1	subgenomic	1593	0	+	1	64154	65746	UL30	314
MK935264.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935265.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935266.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935267.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935268.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935269.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935270.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935271.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935272.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935273.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935274.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935275.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935276.1	subgenomic	1701	0	+	1	64050	65746	UL30	327
MK935277.1	subgenomic	1701	0	+	1	64050	65746	UL30	327
MK935278.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935279.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935280.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935281.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935282.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935283.1	subgenomic	1701	0	+	1	64050	65746	UL30	327
MK935284.1	subgenomic	1701	0	+	1	64046	65746	UL30	331
MK935285.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935286.1	subgenomic	1701	1	+	1	64046	65746	UL30	332
MK935287.1	subgenomic	1701	0	+	1	64050	65746	UL30	327
MK935288.1	subgenomic	1701	0	+	1	64046	65746	UL30	334
MK935289.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935290.1	subgenomic	1701	0	+	1	64046	65746	UL30	331
MK935291.1	subgenomic	1701	0	+	1	64046	65726	UL30	332
MK935292.1	subgenomic	1701	0	+	1	64046	65746	UL30	334
MK935293.1	subgenomic	1701	0	+	1	64046	65746	UL30	334
MK935294.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935295.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935296.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935297.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935298.1	subgenomic	1701	0	+	1	64046	65726	UL30	332
MK935299.1	subgenomic	1701	0	+	1	64046	65746	UL30	331
MK935300.1	subgenomic	1701	0	+	1	64046	65746	UL30	331
MK935301.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935302.1	subgenomic	1701	0	+	1	64046	65746	UL30	336
MK935303.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935304.1	subgenomic	1701	0	+	1	64046	65746	UL30	331
MK935305.1	subgenomic	1701	0	+	1	64050	65746	UL30	327
MK935306.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935307.1	subgenomic	1701	0	+	1	64046	65746	UL30	334
MK935308.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935309.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935310.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
MK935311.1	subgenomic	1701	0	+	1	64046	65746	UL30	330
MK935312.1	subgenomic	1701	0	+	1	64046	65746	UL30	337
